Date,Hostel Name,City,Country,Avg Bed Price (£),Occupancy
2023-05-22,Barcelona Gothic,Barcelona,Spain,38.31,118
2023-05-22,Barcelona Passeig de Gracia,Barcelona,Spain,34.41,118
2023-05-22,"Calpe Seafront, Costa Blanca",Calpe,Spain,22.89,124
2023-05-22,Córdoba Mezquita Catedral,Cordoba,Spain,41.61,97
2023-05-22,Madrid Central,Madrid,Spain,34.88,157
2023-05-22,Glasgow Charing Cross,Glasgow,United Kingdom,32.89,84
2023-05-22,Edinburgh Cowgate,Edinburgh,United Kingdom,35.75,96
2023-05-22,London Elephant & Castle,London,United Kingdom,33.7,119
2023-05-22,London Kensington Holland Park,London,United Kingdom,32.74,134
2023-05-22,York Micklegate,York,United Kingdom,26.75,109
2023-05-23,Brussels Grand Place,Brussels,Belgium,27.74,121
2023-05-23,Prague Charles Bridge,Prague,Czech Republic,27.47,114
2023-05-23,Berlin Kurfürstendamm,Berlin,Germany,38.12,104
2023-05-23,Athens Monastiraki,Athens,Greece,39.11,105
2023-05-23,Pisa Centrale,Pisa,Italy,41.24,132
2023-05-23,Warsaw Old Town,Warsaw,Poland,33.6,88
2023-05-23,Lisbon Bairro Alto,Lisbon,Portugal,30.3,98
2023-05-23,Bratislava Presidential Palace,Bratislava,Slovakia,38.93,81
2023-05-23,Barcelona Gothic,Barcelona,Spain,24.65,111
2023-05-23,Barcelona Passeig de Gracia,Barcelona,Spain,31.86,124
2023-05-23,"Calpe Seafront, Costa Blanca",Calpe,Spain,41.13,96
2023-05-23,Córdoba Mezquita Catedral,Cordoba,Spain,27.2,90
2023-05-23,Madrid Central,Madrid,Spain,28.32,138
2023-05-23,Glasgow Charing Cross,Glasgow,United Kingdom,36.15,123
2023-05-23,Edinburgh Cowgate,Edinburgh,United Kingdom,33.52,111
2023-05-23,London Elephant & Castle,London,United Kingdom,28.2,108
2023-05-23,London Kensington Holland Park,London,United Kingdom,25.12,122
2023-05-23,York Micklegate,York,United Kingdom,34.71,150
2023-05-24,Brussels Grand Place,Brussels,Belgium,36.6,97
2023-05-24,Prague Charles Bridge,Prague,Czech Republic,36.98,124
2023-05-24,Berlin Kurfürstendamm,Berlin,Germany,38.99,98
2023-05-24,Athens Monastiraki,Athens,Greece,38.11,111
2023-05-24,Pisa Centrale,Pisa,Italy,26.56,131
2023-05-24,Warsaw Old Town,Warsaw,Poland,25.12,140
2023-05-24,Lisbon Bairro Alto,Lisbon,Portugal,34.21,101
2023-05-24,Bratislava Presidential Palace,Bratislava,Slovakia,34.78,115
2023-05-24,Barcelona Gothic,Barcelona,Spain,32.8,130
2023-05-24,Barcelona Passeig de Gracia,Barcelona,Spain,30.83,99
2023-05-24,"Calpe Seafront, Costa Blanca",Calpe,Spain,40.87,118
2023-05-24,Córdoba Mezquita Catedral,Cordoba,Spain,33.64,112
2023-05-24,Madrid Central,Madrid,Spain,27.19,89
2023-05-24,Glasgow Charing Cross,Glasgow,United Kingdom,33.26,145
2023-05-24,Edinburgh Cowgate,Edinburgh,United Kingdom,22.76,93
2023-05-24,London Elephant & Castle,London,United Kingdom,28.41,114
2023-05-24,London Kensington Holland Park,London,United Kingdom,35.18,112
2023-05-24,York Micklegate,York,United Kingdom,33.9,98
2023-05-25,Brussels Grand Place,Brussels,Belgium,29.35,117
2023-05-25,Prague Charles Bridge,Prague,Czech Republic,39.43,113
2023-05-25,Berlin Kurfürstendamm,Berlin,Germany,30.23,99
2023-05-25,Athens Monastiraki,Athens,Greece,28.19,113
2023-05-25,Pisa Centrale,Pisa,Italy,22.99,124
2023-05-25,Warsaw Old Town,Warsaw,Poland,35.47,96
2023-05-25,Lisbon Bairro Alto,Lisbon,Portugal,34.24,114
2023-05-25,Bratislava Presidential Palace,Bratislava,Slovakia,29.28,118
2023-05-25,Barcelona Gothic,Barcelona,Spain,29.55,99
2023-05-25,Barcelona Passeig de Gracia,Barcelona,Spain,34.75,94
2023-05-25,"Calpe Seafront, Costa Blanca",Calpe,Spain,31.45,126
2023-05-25,Córdoba Mezquita Catedral,Cordoba,Spain,35.14,120
2023-05-25,Madrid Central,Madrid,Spain,36.64,135
2023-05-25,Glasgow Charing Cross,Glasgow,United Kingdom,26.56,145
2023-05-25,Edinburgh Cowgate,Edinburgh,United Kingdom,33.01,50
2023-05-25,London Elephant & Castle,London,United Kingdom,36.63,103
2023-05-25,London Kensington Holland Park,London,United Kingdom,24.79,98
2023-05-25,York Micklegate,York,United Kingdom,32.68,104
2023-05-26,Brussels Grand Place,Brussels,Belgium,39.39,62
2023-05-26,Prague Charles Bridge,Prague,Czech Republic,27.24,120
2023-05-26,Berlin Kurfürstendamm,Berlin,Germany,31.53,110
2023-05-26,Athens Monastiraki,Athens,Greece,36.74,73
2023-05-26,Pisa Centrale,Pisa,Italy,24.92,111
2023-05-26,Warsaw Old Town,Warsaw,Poland,33.19,96
2023-05-26,Lisbon Bairro Alto,Lisbon,Portugal,39.11,136
2023-05-26,Bratislava Presidential Palace,Bratislava,Slovakia,28.68,111
2023-05-26,Barcelona Gothic,Barcelona,Spain,35.82,65
2023-05-26,Barcelona Passeig de Gracia,Barcelona,Spain,26.78,129
2023-05-26,"Calpe Seafront, Costa Blanca",Calpe,Spain,34.68,123
2023-05-26,Córdoba Mezquita Catedral,Cordoba,Spain,39.54,117
2023-05-26,Madrid Central,Madrid,Spain,38.47,131
2023-05-26,Glasgow Charing Cross,Glasgow,United Kingdom,27.47,90
2023-05-26,Edinburgh Cowgate,Edinburgh,United Kingdom,29.68,140
2023-05-26,London Elephant & Castle,London,United Kingdom,37.94,90
2023-05-26,London Kensington Holland Park,London,United Kingdom,30.29,109
2023-05-26,York Micklegate,York,United Kingdom,30.32,120
2023-05-27,Brussels Grand Place,Brussels,Belgium,40.39,139
2023-05-27,Prague Charles Bridge,Prague,Czech Republic,40.66,136
2023-05-27,Berlin Kurfürstendamm,Berlin,Germany,32.73,127
2023-05-27,Athens Monastiraki,Athens,Greece,40.71,152
2023-05-27,Pisa Centrale,Pisa,Italy,33.94,138
2023-05-27,Warsaw Old Town,Warsaw,Poland,33.8,131
2023-05-27,Lisbon Bairro Alto,Lisbon,Portugal,41.77,154
2023-05-27,Bratislava Presidential Palace,Bratislava,Slovakia,39.59,140
2023-05-27,Barcelona Gothic,Barcelona,Spain,33.13,111
2023-05-27,Barcelona Passeig de Gracia,Barcelona,Spain,40.36,145
2023-05-27,"Calpe Seafront, Costa Blanca",Calpe,Spain,28.78,110
2023-05-27,Córdoba Mezquita Catedral,Cordoba,Spain,29.05,130
2023-05-27,Madrid Central,Madrid,Spain,28.9,162
2023-05-27,Glasgow Charing Cross,Glasgow,United Kingdom,35.96,142
2023-05-27,Edinburgh Cowgate,Edinburgh,United Kingdom,29.74,149
2023-05-27,London Elephant & Castle,London,United Kingdom,34.59,160
2023-05-27,London Kensington Holland Park,London,United Kingdom,39.0,112
2023-05-27,York Micklegate,York,United Kingdom,35.85,109
2023-05-28,Brussels Grand Place,Brussels,Belgium,34.07,115
2023-05-28,Prague Charles Bridge,Prague,Czech Republic,27.53,146
2023-05-28,Berlin Kurfürstendamm,Berlin,Germany,34.25,141
2023-05-28,Athens Monastiraki,Athens,Greece,28.78,138
2023-05-28,Pisa Centrale,Pisa,Italy,29.08,140
2023-05-28,Warsaw Old Town,Warsaw,Poland,33.02,140
2023-05-28,Lisbon Bairro Alto,Lisbon,Portugal,35.61,155
2023-05-28,Bratislava Presidential Palace,Bratislava,Slovakia,35.03,164
2023-05-28,Barcelona Gothic,Barcelona,Spain,38.02,151
2023-05-28,Barcelona Passeig de Gracia,Barcelona,Spain,33.75,159
2023-05-28,"Calpe Seafront, Costa Blanca",Calpe,Spain,38.45,146
2023-05-28,Córdoba Mezquita Catedral,Cordoba,Spain,36.19,133
2023-05-28,Madrid Central,Madrid,Spain,27.39,135
2023-05-28,Glasgow Charing Cross,Glasgow,United Kingdom,40.13,131
2023-05-28,Edinburgh Cowgate,Edinburgh,United Kingdom,35.8,129
2023-05-28,London Elephant & Castle,London,United Kingdom,28.69,138
2023-05-28,London Kensington Holland Park,London,United Kingdom,32.54,132
2023-05-28,York Micklegate,York,United Kingdom,37.9,137
2023-05-29,Brussels Grand Place,Brussels,Belgium,35.66,138
2023-05-29,Prague Charles Bridge,Prague,Czech Republic,33.44,109
2023-05-29,Berlin Kurfürstendamm,Berlin,Germany,33.12,100
2023-05-29,Athens Monastiraki,Athens,Greece,35.1,86
2023-05-29,Pisa Centrale,Pisa,Italy,32.45,107
2023-05-29,Warsaw Old Town,Warsaw,Poland,34.39,122
2023-05-29,Lisbon Bairro Alto,Lisbon,Portugal,28.58,115
2023-05-29,Bratislava Presidential Palace,Bratislava,Slovakia,30.98,81
2023-05-29,Barcelona Gothic,Barcelona,Spain,25.47,79
2023-05-29,Barcelona Passeig de Gracia,Barcelona,Spain,26.45,89
2023-05-29,"Calpe Seafront, Costa Blanca",Calpe,Spain,34.73,131
2023-05-29,Córdoba Mezquita Catedral,Cordoba,Spain,30.98,92
2023-05-29,Madrid Central,Madrid,Spain,37.47,114
2023-05-29,Glasgow Charing Cross,Glasgow,United Kingdom,30.45,154
2023-05-29,Edinburgh Cowgate,Edinburgh,United Kingdom,37.07,109
2023-05-29,London Elephant & Castle,London,United Kingdom,26.77,133
2023-05-29,London Kensington Holland Park,London,United Kingdom,31.31,128
2023-05-29,York Micklegate,York,United Kingdom,36.96,86
2023-05-30,Brussels Grand Place,Brussels,Belgium,33.49,92
2023-05-30,Prague Charles Bridge,Prague,Czech Republic,27.88,89
2023-05-30,Berlin Kurfürstendamm,Berlin,Germany,35.8,117
2023-05-30,Athens Monastiraki,Athens,Greece,38.27,89
2023-05-30,Pisa Centrale,Pisa,Italy,41.06,91
2023-05-30,Warsaw Old Town,Warsaw,Poland,35.42,95
2023-05-30,Lisbon Bairro Alto,Lisbon,Portugal,32.58,94
2023-05-30,Bratislava Presidential Palace,Bratislava,Slovakia,40.04,99
2023-05-30,Barcelona Gothic,Barcelona,Spain,27.64,115
2023-05-30,Barcelona Passeig de Gracia,Barcelona,Spain,36.54,164
2023-05-30,"Calpe Seafront, Costa Blanca",Calpe,Spain,39.6,88
2023-05-30,Córdoba Mezquita Catedral,Cordoba,Spain,35.45,111
2023-05-30,Madrid Central,Madrid,Spain,39.78,115
2023-05-30,Glasgow Charing Cross,Glasgow,United Kingdom,30.97,108
2023-05-30,Edinburgh Cowgate,Edinburgh,United Kingdom,32.85,115
2023-05-30,London Elephant & Castle,London,United Kingdom,34.45,97
2023-05-30,London Kensington Holland Park,London,United Kingdom,39.62,124
2023-05-30,York Micklegate,York,United Kingdom,36.81,113
2023-05-31,Brussels Grand Place,Brussels,Belgium,24.71,113
2023-05-31,Prague Charles Bridge,Prague,Czech Republic,39.16,111
2023-05-31,Berlin Kurfürstendamm,Berlin,Germany,27.39,158
2023-05-31,Athens Monastiraki,Athens,Greece,37.72,114
2023-05-31,Pisa Centrale,Pisa,Italy,32.4,131
2023-05-31,Warsaw Old Town,Warsaw,Poland,29.82,80
2023-05-31,Lisbon Bairro Alto,Lisbon,Portugal,38.33,137
2023-05-31,Bratislava Presidential Palace,Bratislava,Slovakia,30.21,72
2023-05-31,Barcelona Gothic,Barcelona,Spain,25.91,93
2023-05-31,Barcelona Passeig de Gracia,Barcelona,Spain,36.47,116
2023-05-31,"Calpe Seafront, Costa Blanca",Calpe,Spain,32.27,120
2023-05-31,Córdoba Mezquita Catedral,Cordoba,Spain,30.87,93
2023-05-31,Madrid Central,Madrid,Spain,37.27,146
2023-05-31,Glasgow Charing Cross,Glasgow,United Kingdom,37.36,107
2023-05-31,Edinburgh Cowgate,Edinburgh,United Kingdom,37.91,108
2023-05-31,London Elephant & Castle,London,United Kingdom,23.32,146
2023-05-31,London Kensington Holland Park,London,United Kingdom,20.52,107
2023-05-31,York Micklegate,York,United Kingdom,27.44,129
2023-06-01,Brussels Grand Place,Brussels,Belgium,31.65,161
2023-06-01,Prague Charles Bridge,Prague,Czech Republic,39.45,117
2023-06-01,Berlin Kurfürstendamm,Berlin,Germany,33.31,118
2023-06-01,Athens Monastiraki,Athens,Greece,32.25,99
2023-06-01,Pisa Centrale,Pisa,Italy,37.1,142
2023-06-01,Warsaw Old Town,Warsaw,Poland,39.0,131
2023-06-01,Lisbon Bairro Alto,Lisbon,Portugal,33.13,92
2023-06-01,Bratislava Presidential Palace,Bratislava,Slovakia,37.8,106
2023-06-01,Barcelona Gothic,Barcelona,Spain,39.22,126
2023-06-01,Barcelona Passeig de Gracia,Barcelona,Spain,29.63,131
2023-06-01,"Calpe Seafront, Costa Blanca",Calpe,Spain,31.29,107
2023-06-01,Córdoba Mezquita Catedral,Cordoba,Spain,38.89,139
2023-06-01,Madrid Central,Madrid,Spain,32.52,106
2023-06-01,Glasgow Charing Cross,Glasgow,United Kingdom,42.54,104
2023-06-01,Edinburgh Cowgate,Edinburgh,United Kingdom,36.28,112
2023-06-01,London Elephant & Castle,London,United Kingdom,43.79,93
2023-06-01,London Kensington Holland Park,London,United Kingdom,32.05,130
2023-06-01,York Micklegate,York,United Kingdom,36.91,81
2023-06-02,Brussels Grand Place,Brussels,Belgium,44.32,124
2023-06-02,Prague Charles Bridge,Prague,Czech Republic,39.05,101
2023-06-02,Berlin Kurfürstendamm,Berlin,Germany,32.38,105
2023-06-02,Athens Monastiraki,Athens,Greece,37.91,125
2023-06-02,Pisa Centrale,Pisa,Italy,33.01,117
2023-06-02,Warsaw Old Town,Warsaw,Poland,40.33,105
2023-06-02,Lisbon Bairro Alto,Lisbon,Portugal,38.34,132
2023-06-02,Bratislava Presidential Palace,Bratislava,Slovakia,38.55,112
2023-06-02,Barcelona Gothic,Barcelona,Spain,32.74,133
2023-06-02,Barcelona Passeig de Gracia,Barcelona,Spain,31.7,143
2023-06-02,"Calpe Seafront, Costa Blanca",Calpe,Spain,32.45,117
2023-06-02,Córdoba Mezquita Catedral,Cordoba,Spain,28.41,84
2023-06-02,Madrid Central,Madrid,Spain,32.83,136
2023-06-02,Glasgow Charing Cross,Glasgow,United Kingdom,44.75,114
2023-06-02,Edinburgh Cowgate,Edinburgh,United Kingdom,32.21,121
2023-06-02,London Elephant & Castle,London,United Kingdom,45.86,138
2023-06-02,London Kensington Holland Park,London,United Kingdom,43.55,89
2023-06-02,York Micklegate,York,United Kingdom,40.18,129
2023-06-03,Brussels Grand Place,Brussels,Belgium,40.53,161
2023-06-03,Prague Charles Bridge,Prague,Czech Republic,46.94,159
2023-06-03,Berlin Kurfürstendamm,Berlin,Germany,39.23,119
2023-06-03,Athens Monastiraki,Athens,Greece,39.63,162
2023-06-03,Pisa Centrale,Pisa,Italy,41.44,126
2023-06-03,Warsaw Old Town,Warsaw,Poland,47.53,110
2023-06-03,Lisbon Bairro Alto,Lisbon,Portugal,44.73,149
2023-06-03,Bratislava Presidential Palace,Bratislava,Slovakia,35.68,126
2023-06-03,Barcelona Gothic,Barcelona,Spain,44.17,134
2023-06-03,Barcelona Passeig de Gracia,Barcelona,Spain,30.24,128
2023-06-03,"Calpe Seafront, Costa Blanca",Calpe,Spain,38.24,152
2023-06-03,Córdoba Mezquita Catedral,Cordoba,Spain,39.17,164
2023-06-03,Madrid Central,Madrid,Spain,37.21,149
2023-06-03,Glasgow Charing Cross,Glasgow,United Kingdom,37.8,140
2023-06-03,Edinburgh Cowgate,Edinburgh,United Kingdom,48.58,138
2023-06-03,London Elephant & Castle,London,United Kingdom,37.8,114
2023-06-03,London Kensington Holland Park,London,United Kingdom,38.84,126
2023-06-03,York Micklegate,York,United Kingdom,29.43,135
2023-06-04,Brussels Grand Place,Brussels,Belgium,34.05,157
2023-06-04,Prague Charles Bridge,Prague,Czech Republic,33.26,164
2023-06-04,Berlin Kurfürstendamm,Berlin,Germany,46.66,149
2023-06-04,Athens Monastiraki,Athens,Greece,39.25,164
2023-06-04,Pisa Centrale,Pisa,Italy,36.37,149
2023-06-04,Warsaw Old Town,Warsaw,Poland,35.94,145
2023-06-04,Lisbon Bairro Alto,Lisbon,Portugal,49.41,164
2023-06-04,Bratislava Presidential Palace,Bratislava,Slovakia,38.6,118
2023-06-04,Barcelona Gothic,Barcelona,Spain,42.63,150
2023-06-04,Barcelona Passeig de Gracia,Barcelona,Spain,43.96,162
2023-06-04,"Calpe Seafront, Costa Blanca",Calpe,Spain,40.71,122
2023-06-04,Córdoba Mezquita Catedral,Cordoba,Spain,43.17,137
2023-06-04,Madrid Central,Madrid,Spain,36.51,145
2023-06-04,Glasgow Charing Cross,Glasgow,United Kingdom,45.81,124
2023-06-04,Edinburgh Cowgate,Edinburgh,United Kingdom,44.16,151
2023-06-04,London Elephant & Castle,London,United Kingdom,43.37,142
2023-06-04,London Kensington Holland Park,London,United Kingdom,36.04,154
2023-06-04,York Micklegate,York,United Kingdom,42.57,132
2023-06-05,Brussels Grand Place,Brussels,Belgium,41.16,126
2023-06-05,Prague Charles Bridge,Prague,Czech Republic,41.7,130
2023-06-05,Berlin Kurfürstendamm,Berlin,Germany,42.0,138
2023-06-05,Athens Monastiraki,Athens,Greece,39.0,161
2023-06-05,Pisa Centrale,Pisa,Italy,44.95,106
2023-06-05,Warsaw Old Town,Warsaw,Poland,36.78,99
2023-06-05,Lisbon Bairro Alto,Lisbon,Portugal,43.88,102
2023-06-05,Bratislava Presidential Palace,Bratislava,Slovakia,40.41,106
2023-06-05,Barcelona Gothic,Barcelona,Spain,43.53,141
2023-06-05,Barcelona Passeig de Gracia,Barcelona,Spain,36.88,120
2023-06-05,"Calpe Seafront, Costa Blanca",Calpe,Spain,38.71,115
2023-06-05,Córdoba Mezquita Catedral,Cordoba,Spain,42.65,90
2023-06-05,Madrid Central,Madrid,Spain,34.55,148
2023-06-05,Glasgow Charing Cross,Glasgow,United Kingdom,34.77,138
2023-06-05,Edinburgh Cowgate,Edinburgh,United Kingdom,39.36,130
2023-06-05,London Elephant & Castle,London,United Kingdom,40.71,128
2023-06-05,London Kensington Holland Park,London,United Kingdom,38.38,110
2023-06-05,York Micklegate,York,United Kingdom,38.58,100
2023-06-06,Brussels Grand Place,Brussels,Belgium,39.23,90
2023-06-06,Prague Charles Bridge,Prague,Czech Republic,35.27,121
2023-06-06,Berlin Kurfürstendamm,Berlin,Germany,42.0,125
2023-06-06,Athens Monastiraki,Athens,Greece,31.37,109
2023-06-06,Pisa Centrale,Pisa,Italy,33.61,123
2023-06-06,Warsaw Old Town,Warsaw,Poland,39.45,100
2023-06-06,Lisbon Bairro Alto,Lisbon,Portugal,29.29,87
2023-06-06,Bratislava Presidential Palace,Bratislava,Slovakia,44.03,100
2023-06-06,Barcelona Gothic,Barcelona,Spain,36.38,108
2023-06-06,Barcelona Passeig de Gracia,Barcelona,Spain,33.18,130
2023-06-06,"Calpe Seafront, Costa Blanca",Calpe,Spain,39.34,96
2023-06-06,Córdoba Mezquita Catedral,Cordoba,Spain,37.09,128
2023-06-06,Madrid Central,Madrid,Spain,31.11,98
2023-06-06,Glasgow Charing Cross,Glasgow,United Kingdom,46.67,88
2023-06-06,Edinburgh Cowgate,Edinburgh,United Kingdom,40.8,84
2023-06-06,London Elephant & Castle,London,United Kingdom,47.13,123
2023-06-06,London Kensington Holland Park,London,United Kingdom,39.47,115
2023-06-06,York Micklegate,York,United Kingdom,42.57,115
2023-06-07,Brussels Grand Place,Brussels,Belgium,35.02,134
2023-06-07,Prague Charles Bridge,Prague,Czech Republic,38.93,100
2023-06-07,Berlin Kurfürstendamm,Berlin,Germany,29.45,106
2023-06-07,Athens Monastiraki,Athens,Greece,40.68,119
2023-06-07,Pisa Centrale,Pisa,Italy,39.28,105
2023-06-07,Warsaw Old Town,Warsaw,Poland,42.23,111
2023-06-07,Lisbon Bairro Alto,Lisbon,Portugal,35.14,121
2023-06-07,Bratislava Presidential Palace,Bratislava,Slovakia,35.74,85
2023-06-07,Barcelona Gothic,Barcelona,Spain,41.39,104
2023-06-07,Barcelona Passeig de Gracia,Barcelona,Spain,35.35,112
2023-06-07,"Calpe Seafront, Costa Blanca",Calpe,Spain,29.62,112
2023-06-07,Córdoba Mezquita Catedral,Cordoba,Spain,44.6,127
2023-06-07,Madrid Central,Madrid,Spain,42.23,119
2023-06-07,Glasgow Charing Cross,Glasgow,United Kingdom,32.06,111
2023-06-07,Edinburgh Cowgate,Edinburgh,United Kingdom,35.5,119
2023-06-07,London Elephant & Castle,London,United Kingdom,39.75,85
2023-06-07,London Kensington Holland Park,London,United Kingdom,38.82,95
2023-06-07,York Micklegate,York,United Kingdom,40.32,114
2023-06-08,Brussels Grand Place,Brussels,Belgium,34.84,119
2023-06-08,Prague Charles Bridge,Prague,Czech Republic,28.77,151
2023-06-08,Berlin Kurfürstendamm,Berlin,Germany,41.88,97
2023-06-08,Athens Monastiraki,Athens,Greece,33.45,114
2023-06-08,Pisa Centrale,Pisa,Italy,41.53,110
2023-06-08,Warsaw Old Town,Warsaw,Poland,33.99,96
2023-06-08,Lisbon Bairro Alto,Lisbon,Portugal,30.69,114
2023-06-08,Bratislava Presidential Palace,Bratislava,Slovakia,35.4,123
2023-06-08,Barcelona Gothic,Barcelona,Spain,44.94,140
2023-06-08,Barcelona Passeig de Gracia,Barcelona,Spain,42.13,112
2023-06-08,"Calpe Seafront, Costa Blanca",Calpe,Spain,31.48,116
2023-06-08,Córdoba Mezquita Catedral,Cordoba,Spain,32.83,130
2023-06-08,Madrid Central,Madrid,Spain,41.39,112
2023-06-08,Glasgow Charing Cross,Glasgow,United Kingdom,43.42,89
2023-06-08,Edinburgh Cowgate,Edinburgh,United Kingdom,32.66,140
2023-06-08,London Elephant & Castle,London,United Kingdom,28.37,109
2023-06-08,London Kensington Holland Park,London,United Kingdom,31.91,120
2023-06-08,York Micklegate,York,United Kingdom,37.43,102
2023-06-09,Brussels Grand Place,Brussels,Belgium,36.78,101
2023-06-09,Prague Charles Bridge,Prague,Czech Republic,36.39,133
2023-06-09,Berlin Kurfürstendamm,Berlin,Germany,33.42,123
2023-06-09,Athens Monastiraki,Athens,Greece,30.7,125
2023-06-09,Pisa Centrale,Pisa,Italy,39.31,105
2023-06-09,Warsaw Old Town,Warsaw,Poland,32.52,119
2023-06-09,Lisbon Bairro Alto,Lisbon,Portugal,36.58,107
2023-06-09,Bratislava Presidential Palace,Bratislava,Slovakia,43.27,117
2023-06-09,Barcelona Gothic,Barcelona,Spain,39.99,106
2023-06-09,Barcelona Passeig de Gracia,Barcelona,Spain,31.31,98
2023-06-09,"Calpe Seafront, Costa Blanca",Calpe,Spain,40.33,140
2023-06-09,Córdoba Mezquita Catedral,Cordoba,Spain,43.81,133
2023-06-09,Madrid Central,Madrid,Spain,40.46,109
2023-06-09,Glasgow Charing Cross,Glasgow,United Kingdom,43.04,131
2023-06-09,Edinburgh Cowgate,Edinburgh,United Kingdom,31.25,76
2023-06-09,London Elephant & Castle,London,United Kingdom,35.18,125
2023-06-09,London Kensington Holland Park,London,United Kingdom,40.15,127
2023-06-09,York Micklegate,York,United Kingdom,35.07,117
2023-06-10,Brussels Grand Place,Brussels,Belgium,44.92,134
2023-06-10,Prague Charles Bridge,Prague,Czech Republic,40.5,124
2023-06-10,Berlin Kurfürstendamm,Berlin,Germany,39.02,134
2023-06-10,Athens Monastiraki,Athens,Greece,36.66,140
2023-06-10,Pisa Centrale,Pisa,Italy,46.19,134
2023-06-10,Warsaw Old Town,Warsaw,Poland,35.94,152
2023-06-10,Lisbon Bairro Alto,Lisbon,Portugal,46.37,115
2023-06-10,Bratislava Presidential Palace,Bratislava,Slovakia,43.67,158
2023-06-10,Barcelona Gothic,Barcelona,Spain,35.35,123
2023-06-10,Barcelona Passeig de Gracia,Barcelona,Spain,37.24,133
2023-06-10,"Calpe Seafront, Costa Blanca",Calpe,Spain,42.9,151
2023-06-10,Córdoba Mezquita Catedral,Cordoba,Spain,38.41,133
2023-06-10,Madrid Central,Madrid,Spain,47.48,94
2023-06-10,Glasgow Charing Cross,Glasgow,United Kingdom,39.94,135
2023-06-10,Edinburgh Cowgate,Edinburgh,United Kingdom,40.16,88
2023-06-10,London Elephant & Castle,London,United Kingdom,35.3,113
2023-06-10,London Kensington Holland Park,London,United Kingdom,42.46,140
2023-06-10,York Micklegate,York,United Kingdom,37.11,164
2023-06-11,Brussels Grand Place,Brussels,Belgium,47.18,131
2023-06-11,Prague Charles Bridge,Prague,Czech Republic,42.59,116
2023-06-11,Berlin Kurfürstendamm,Berlin,Germany,41.93,151
2023-06-11,Athens Monastiraki,Athens,Greece,43.32,164
2023-06-11,Pisa Centrale,Pisa,Italy,41.85,126
2023-06-11,Warsaw Old Town,Warsaw,Poland,32.92,132
2023-06-11,Lisbon Bairro Alto,Lisbon,Portugal,40.7,111
2023-06-11,Bratislava Presidential Palace,Bratislava,Slovakia,42.92,129
2023-06-11,Barcelona Gothic,Barcelona,Spain,43.99,114
2023-06-11,Barcelona Passeig de Gracia,Barcelona,Spain,43.72,133
2023-06-11,"Calpe Seafront, Costa Blanca",Calpe,Spain,37.23,80
2023-06-11,Córdoba Mezquita Catedral,Cordoba,Spain,38.11,140
2023-06-11,Madrid Central,Madrid,Spain,46.89,110
2023-06-11,Glasgow Charing Cross,Glasgow,United Kingdom,37.18,135
2023-06-11,Edinburgh Cowgate,Edinburgh,United Kingdom,33.97,164
2023-06-11,London Elephant & Castle,London,United Kingdom,29.82,133
2023-06-11,London Kensington Holland Park,London,United Kingdom,37.88,145
2023-06-11,York Micklegate,York,United Kingdom,43.8,146
2023-06-12,Brussels Grand Place,Brussels,Belgium,41.03,119
2023-06-12,Prague Charles Bridge,Prague,Czech Republic,36.58,90
2023-06-12,Berlin Kurfürstendamm,Berlin,Germany,45.62,106
2023-06-12,Athens Monastiraki,Athens,Greece,45.52,98
2023-06-12,Pisa Centrale,Pisa,Italy,34.33,137
2023-06-12,Warsaw Old Town,Warsaw,Poland,48.16,144
2023-06-12,Lisbon Bairro Alto,Lisbon,Portugal,34.25,129
2023-06-12,Bratislava Presidential Palace,Bratislava,Slovakia,37.53,95
2023-06-12,Barcelona Gothic,Barcelona,Spain,34.18,85
2023-06-12,Barcelona Passeig de Gracia,Barcelona,Spain,32.01,145
2023-06-12,"Calpe Seafront, Costa Blanca",Calpe,Spain,48.09,111
2023-06-12,Córdoba Mezquita Catedral,Cordoba,Spain,36.26,125
2023-06-12,Madrid Central,Madrid,Spain,35.58,118
2023-06-12,Glasgow Charing Cross,Glasgow,United Kingdom,45.47,93
2023-06-12,Edinburgh Cowgate,Edinburgh,United Kingdom,43.25,117
2023-06-12,London Elephant & Castle,London,United Kingdom,30.93,99
2023-06-12,London Kensington Holland Park,London,United Kingdom,40.11,120
2023-06-12,York Micklegate,York,United Kingdom,41.47,126
2023-06-13,Brussels Grand Place,Brussels,Belgium,42.68,70
2023-06-13,Prague Charles Bridge,Prague,Czech Republic,30.72,85
2023-06-13,Berlin Kurfürstendamm,Berlin,Germany,31.43,149
2023-06-13,Athens Monastiraki,Athens,Greece,37.7,117
2023-06-13,Pisa Centrale,Pisa,Italy,32.06,132
2023-06-13,Warsaw Old Town,Warsaw,Poland,46.39,119
2023-06-13,Lisbon Bairro Alto,Lisbon,Portugal,36.29,93
2023-06-13,Bratislava Presidential Palace,Bratislava,Slovakia,35.59,75
2023-06-13,Barcelona Gothic,Barcelona,Spain,44.14,100
2023-06-13,Barcelona Passeig de Gracia,Barcelona,Spain,37.19,125
2023-06-13,"Calpe Seafront, Costa Blanca",Calpe,Spain,28.55,83
2023-06-13,Córdoba Mezquita Catedral,Cordoba,Spain,38.81,119
2023-06-13,Madrid Central,Madrid,Spain,44.84,108
2023-06-13,Glasgow Charing Cross,Glasgow,United Kingdom,43.47,110
2023-06-13,Edinburgh Cowgate,Edinburgh,United Kingdom,40.46,85
